country_iso,country_name,scenario,pasture_area_Mha_2025,pasture_area_Mha_2075,ratio
LKA,Sri Lanka,no_gap_closure_milk_pasture_area_m2,0.14257555194779856,0.3044276355742798,2.135202223770738
LSO,Lesotho,no_gap_closure_milk_pasture_area_m2,1.603463849284493,5.386638774679387,3.359376500494878
LTU,Lithuania,no_gap_closure_milk_pasture_area_m2,0.37626796513434985,0.23035032647445058,0.6121975502012295
LUX,Luxembourg,no_gap_closure_milk_pasture_area_m2,0.0556603084657267,0.06225948776904755,1.118561673214304
LVA,Latvia,no_gap_closure_milk_pasture_area_m2,0.5014949799429088,0.3400948332780001,0.6781619894115734
MAC,"China, Macao Special Administrative Region",no_gap_closure_milk_pasture_area_m2,0.0,0.0,
MAR,Morocco,no_gap_closure_milk_pasture_area_m2,3.148642242949989,5.544668195621534,1.7609711640109
MDA,Republic of Moldova,no_gap_closure_milk_pasture_area_m2,0.24709467869067403,0.17931310749837845,0.7256858320403246
MDG,Madagascar,no_gap_closure_milk_pasture_area_m2,11.07612380181646,105.72098251851921,9.544944098691024
MDV,Maldives,no_gap_closure_milk_pasture_area_m2,0.0,0.0,
MEX,Mexico,no_gap_closure_milk_pasture_area_m2,9.615212990487251,9.97558845840404,1.037479717638426
MKD,North Macedonia,no_gap_closure_milk_pasture_area_m2,0.4334339117818534,0.3265952759701571,0.7535065141246537
MLT,Malta,no_gap_closure_milk_pasture_area_m2,0.0,0.0,
MMR,Myanmar,no_gap_closure_milk_pasture_area_m2,0.06467693507529265,0.12292417068152285,1.900587443397288
MNE,Montenegro,no_gap_closure_milk_pasture_area_m2,0.058533990286842266,0.04454747211272276,0.7610530547194985
MNG,Mongolia,no_gap_closure_milk_pasture_area_m2,6.892164952098703,12.5345767133364,1.8186704468701884
MOZ,Mozambique,no_gap_closure_milk_pasture_area_m2,0.17670302308547356,1.576531358576143,8.921926354443602
MRT,Mauritania,no_gap_closure_milk_pasture_area_m2,3.9088311373606723,15.475436084584409,3.9590955814565474
MUS,Mauritius,no_gap_closure_milk_pasture_area_m2,0.0004968409674935331,0.0003182488472902115,0.6405446976236995
MWI,Malawi,no_gap_closure_milk_pasture_area_m2,0.0449246432066958,0.17035667753256659,3.792054101548785
MYS,Malaysia,no_gap_closure_milk_pasture_area_m2,0.010155750931696607,0.010676841775553591,1.0513099274845974
NAM,Namibia,no_gap_closure_milk_pasture_area_m2,3.3778185873135076,9.289960632428851,2.7502840641946578
NER,Niger,no_gap_closure_milk_pasture_area_m2,7.321520253100841,71.3895434191498,9.750644804801926
NGA,Nigeria,no_gap_closure_milk_pasture_area_m2,0.9244098458783216,6.891209177019278,7.454712006525248
NIC,Nicaragua,no_gap_closure_milk_pasture_area_m2,0.5984119830393537,1.133224551083737,1.893719683432897
NLD,Netherlands (Kingdom of the),no_gap_closure_milk_pasture_area_m2,0.455210847005969,0.49343714038932973,1.0839749176338487
NOR,Norway,no_gap_closure_milk_pasture_area_m2,0.18990314129748784,0.2032199335975461,1.0701241285903595
NPL,Nepal,no_gap_closure_milk_pasture_area_m2,0.4133891249598322,1.1598554823392286,2.805723257601245
NZL,New Zealand,no_gap_closure_milk_pasture_area_m2,3.4164140367359686,4.252856923330746,1.2448306550671804
