country_iso,country_name,scenario,pasture_area_Mha_2025,pasture_area_Mha_2075,ratio
AGO,Angola,no_gap_closure_total_pasture_area,34.43651505836901,145.78612949241082,4.23347511341688
ALB,Albania,no_gap_closure_total_pasture_area,0.6133516235472438,0.377305481551203,0.6151536362928381
ARE,United Arab Emirates,no_gap_closure_total_pasture_area,0.31002647607202316,0.3840156450255776,1.238654355882708
ARG,Argentina,no_gap_closure_total_pasture_area,66.1540329414345,50.15895163015091,0.758214569844232
ARM,Armenia,no_gap_closure_total_pasture_area,1.1393306042978657,0.7872672631423935,0.6909910610428673
ATG,Antigua and Barbuda,no_gap_closure_total_pasture_area,0.004078131497466962,0.003259108690304629,0.7991671412088968
AUS,Australia,no_gap_closure_total_pasture_area,312.7142487684759,355.15331818942826,1.1357119785493783
AUT,Austria,no_gap_closure_total_pasture_area,1.2925658126163035,1.0521403505201572,0.8139936398213278
AZE,Azerbaijan,no_gap_closure_total_pasture_area,2.262240179914785,2.4631723409903925,1.0888199948261799
BEL,Belgium,no_gap_closure_total_pasture_area,0.5613456151070322,0.5029509068844491,0.895973698464806
BFA,Burkina Faso,no_gap_closure_total_pasture_area,7.628320431061841,25.910808888252795,3.3966597395078333
BGD,Bangladesh,no_gap_closure_total_pasture_area,2.078054476948395,7.24735730145028,3.4875684838123022
BGR,Bulgaria,no_gap_closure_total_pasture_area,1.4219321173188144,0.9536521262046631,0.6706734552158954
BHR,Bahrain,no_gap_closure_total_pasture_area,0.003684119943152221,0.004051633830191505,1.0997562220313681
BHS,Bahamas,no_gap_closure_total_pasture_area,0.002472434961528176,0.001763814172252639,0.7133915349435325
BIH,Bosnia and Herzegovina,no_gap_closure_total_pasture_area,1.0244596862512516,0.5739065534231143,0.5602041360194256
BLR,Belarus,no_gap_closure_total_pasture_area,3.102648386125956,1.575825411645209,0.5078968724563804
BLZ,Belize,no_gap_closure_total_pasture_area,0.04282041249598036,0.04732744116010581,1.1052542094158604
BOL,Bolivia (Plurinational State of),no_gap_closure_total_pasture_area,30.20371008747204,32.4602741109928,1.0747114846813717
BRA,Brazil,no_gap_closure_total_pasture_area,152.88492237460713,114.54151614205146,0.7492008653501846
BRB,Barbados,no_gap_closure_total_pasture_area,0.0028986352000024223,0.002108068432262932,0.7272624137943161
BTN,Bhutan,no_gap_closure_total_pasture_area,0.7075841834313608,1.0262794909268413,1.4503991397179041
BWA,Botswana,no_gap_closure_total_pasture_area,25.87493854317258,64.10541721103492,2.477509931243872
CAN,Canada,no_gap_closure_total_pasture_area,22.887238455499308,24.308693789980712,1.062106895825165
CHE,Switzerland,no_gap_closure_total_pasture_area,1.1717849412571613,1.0671675186197769,0.9107196048063696
CHL,Chile,no_gap_closure_total_pasture_area,8.247046555099933,6.699539626703296,0.8123562274012305
CHN,China,no_gap_closure_total_pasture_area,0.0,0.0,
CIV,Côte d’Ivoire,no_gap_closure_total_pasture_area,0.0,0.0,
CMR,Cameroon,no_gap_closure_total_pasture_area,2.758919210149115,15.297140300522004,5.544613355929048
COD,Democratic Republic of the Congo,no_gap_closure_total_pasture_area,29.511511007377052,594.7975559534026,20.154764552879715
COG,Congo,no_gap_closure_total_pasture_area,8.992093215594561,18.72899593392515,2.0828293796425887
COL,Colombia,no_gap_closure_total_pasture_area,32.82249486438792,30.758804514930517,0.9371257316671413
COM,Comoros,no_gap_closure_total_pasture_area,0.016192524566069545,0.04907393023626763,3.0306534373953697
CPV,Cabo Verde,no_gap_closure_total_pasture_area,0.021267324398310562,0.02252225443008939,1.0590074241721972
CRI,Costa Rica,no_gap_closure_total_pasture_area,1.1218274684917755,1.0448852112497686,0.9314134665061725
CYP,Cyprus,no_gap_closure_total_pasture_area,0.002568462883378487,0.0026091377023576517,1.015836249471381
CZE,Czechia,no_gap_closure_total_pasture_area,0.9654411771428943,0.7790154714674672,0.8069010209123963
