Country_ISO,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
ALB,0.5791026327447834,0.4285770603031707,0.44272011108853215,0.46738147663096297,0.4779869072248494,0.4777159944184521,0.5276210893275781,0.5325847121305171,0.41738402423093124,0.40248436632841145,0.41628253741592774,0.42363962039089254,0.4261525825099012,0.4356549133310411,0.4359997858681341,0.44088764238824646,0.443358521715617,0.4406543487271714,0.4515194875406887,0.4159082366423149,,
BGD,1.8291175009523808,0.4282161787945978,0.4467273410786306,0.45679571786748147,0.46800302579660596,0.4979186999834081,0.5560063575119252,0.5954107743593409,0.6103097906827335,0.5731516020890197,0.6119999273410348,0.661423301818354,0.6721944854459135,0.7809832218935635,0.8395296670285103,0.8844911487447151,0.9022922897962042,1.0079754696002146,1.0057496509546104,1.0865972042937062,1.1287883650691384,1.247525493314636
BGR,0.2740783875514729,0.13374583529949008,0.14598211166562697,0.1514879697846107,0.15810635669267709,0.14974085457142858,0.13928155235678027,0.12772463728888558,0.12433813716061255,0.12830858229642464,0.12783061745234106,0.13130525305890933,0.1325019464905037,0.15149667261904762,0.14447177361275088,0.13862878794978425,0.13324659228781935,0.12538042356769233,0.11648696997929607,0.11410355221932114,0.11429656685639636,0.12029736389201345
BRN,3.0282555000000015,2.6491545939671437,3.08242020061639,2.997899549698887,2.360182498332576,1.8161357366076445,1.5168025044818452,1.2615373629496232,0.8634992948228243,0.8999977613775235,0.799013371261842,1.071266914203528,0.9911954724799965,0.6523721385852752,0.857695269628584,0.8735140309448073,1.4828690925709491,1.690051055344445,1.5240892421464183,1.5181270018367568,2.2931826608651296,4.127028079579111
CHN,0.06501090337406189,0.06290725761372329,0.06531595613282375,0.06962675733274142,0.07376016493515655,0.07661539282514324,0.08003935882162443,0.0841262077300196,0.08392475416032627,0.08516442283975932,0.08607569572960108,0.08437020140467058,0.08521612702448035,0.08494293522927318,0.08662611629002902,0.08739848095420455,0.08823876306548033,0.09020453635604761,0.09145160885286169,0.09466626825629534,0.09599937218274611,0.09991478363914408
DEU,,,,,,,,,,,,,,,,,,,,,0.9351216344661346,
EGY,inf,4.127296342305984,4.743822751069098,4.89011289799218,4.845325758707381,5.999204766781436,6.298305033258085,6.837236766621932,7.180095704448524,6.778836358163856,7.155821378192804,7.491076189001775,7.472919653369828,7.754335226737535,7.915503503290613,7.4766962886698645,7.612923304486091,6.7895802562829175,6.524909980254225,5.273258831011785,4.944235033827345,5.953498712907784
GRC,0.15372520482811305,0.16138692579901565,0.16652374637059628,0.17147752997796215,0.174015487811332,0.17323033411009797,0.1793615682547349,0.18380566235368778,0.1850248602790094,0.19056098300022123,0.19355994855633138,0.1943451304112554,0.19764285975682205,0.19957912247797668,0.18867217189597735,0.16303604569273714,0.16355756944582134,0.1653187519717291,,,0.16511622758017236,
IDN,0.14510085753907898,0.13405268298001513,0.1287231284945476,0.16475722855330782,0.18532928560794126,0.15159061663072326,0.1742935833578115,0.15164373400650608,0.1668981601298844,0.1754908708383991,0.18270265741965913,0.19844416597759748,0.20601673591739927,0.20290647238121023,0.20075487136651562,0.2043219996132161,0.2086426440393852,0.2001887960525582,0.20790216185824445,0.20821264275628182,0.18459036122417852,0.19473923858173217
IND,1.4124917909108872,0.5122822084465022,0.5574664162602744,0.8245549612938294,0.6460866976079207,0.6800981162095592,0.7344440516799827,0.8217077209604926,0.8718006305928377,0.9482344797782986,1.2354860283570994,1.2413974712714548,1.3408322870564195,1.5504766406032462,1.5550323314644126,1.688790159424835,1.8225768317965638,1.8941413464322148,1.9677167775214495,2.0728695956451157,2.011183225522298,2.182204043574179
IRN,0.05405218034334765,0.055130662847946044,0.05982508817903127,0.05729033774371551,0.06036591648681791,0.09823935245417773,0.1037091267201502,0.10894183766717634,0.08914816434648293,0.09088389384459555,0.09547222995652782,0.0968195686612807,0.09803435684965035,0.10076912366542438,0.10562326414298799,0.0901518637194132,0.08567746354785084,0.0763431646416819,0.06531644032393295,0.05612733131400269,0.0712943250476158,0.09039139155952097
IRQ,0.07218735875,0.07372597042857144,0.07433349860714288,0.056495530142857145,0.06071228982142858,0.06760342885714284,0.06521696353571428,0.06182199546428572,0.08201841660714286,0.08295321328571431,0.08724798139285715,0.08819816049999998,0.09140062424999999,0.08329566157142858,0.08323123317857142,0.06650737350000001,0.0693349627857143,0.0696072039642857,0.06922989621428571,0.07113431432142857,0.07274321942857144,0.07409970758200393
ITA,1.3081825696235767,0.8419653931644127,0.8461999019592801,0.848133569349588,0.859211024224176,0.8252343954667464,0.8580346803509405,0.8305630930149837,0.8097969718760488,0.7865322609902927,0.7717975910131285,0.7319318617678059,0.7649630162092763,0.6548808292264745,0.6253465456115856,0.691672274087503,0.7142705084804432,0.6856804672042074,0.8006368813364056,0.6816231528033212,0.7263207235997527,0.7546623929847533
LKA,0.35328951331168834,0.33283129138528394,0.3369401987852867,0.3471101893845369,0.3394848451502695,0.34709470451180313,0.3252058436465213,0.3047374279445537,0.2940026354528186,0.30402855186436833,0.3519540784980444,0.30804192386408014,0.33418541154375636,0.3310398978269806,0.3219943399922101,0.3413533275447426,0.34281733608750675,0.3297133941495875,0.344409688290968,0.3410208492311934,0.349951616067972,0.3437880650713942
MMR,1.3656325459508645,1.4257155245677888,1.51828346633303,1.6848521611721612,1.9869232452916858,2.253837819109463,2.552678186133085,2.79088429178338,3.0854531967213124,3.5559940084033617,3.9013470023116055,4.319111917439704,4.707158718008377,5.118991039682541,5.537670059757237,6.074886931839405,6.758073001419115,4.240277002371075,1.1922566783486783,1.223763036087086,1.2465361294642856,1.2653384053571428
MNG,,,,,,,,,,,0.004614343595132506,0.004897809936336682,0.0052363609800946155,0.005790220795405803,0.0057373151945438695,0.008761560723884237,0.008053523866565295,0.008528368389335956,0.010304985095020518,0.010562084312206168,0.014346207457646079,0.01002559180636819
MYS,0.24001156691729325,0.19384974460881724,0.21758983812627586,0.23576093123828745,0.2608052115467781,0.2865309517807627,0.3158356721395587,0.35364662157617427,0.3816929847333874,0.4237433904415044,0.4650531195108394,0.48984806225307376,0.5216781814492327,0.5300503715700511,0.5452753877068115,0.5267098131868133,0.49569804585070104,0.4769519177718831,0.4830906767715044,0.4545085236832134,0.42426580045137985,0.3781729133079628
NLD,,,,,,,,,,,,,,,,,,,3.1517863936893913,3.07985937020906,3.1293576186871426,3.059521880226482
NPL,0.3537199540873461,0.36015696923443835,0.36919935818842486,0.37804693509672693,0.38651000373410027,0.40067281219225515,0.41010995617830354,0.42452226189153586,0.43714373273680623,0.45259319335194115,0.46790238076743207,0.4857847105552872,0.5138178380480717,0.5196611085909939,0.5243975691448763,0.5205961987354286,0.5351297203430578,0.5533465497908121,0.5746285938017264,0.5848406302784463,0.5957627783488397,0.597560510934749
PAK,1.332599940857143,1.5196827837142857,1.5600599516285714,1.60117996,1.6439799077714286,1.6884028220571425,1.8796370851142858,1.9397399104000002,2.0009770906,2.1922056773714287,2.273454237571429,2.3464199289714287,2.410131336942857,2.485888521628571,2.6122199694000003,2.681757097342858,2.7296289856857143,2.8172527557142866,2.902966569,3.000486802828572,3.097621651428572,3.0920713375714284
ROU,,,,,,,,,,,,,,,,,,,0.1611598742747147,0.15135628347087574,0.17070177267326733,0.17062632801678304
