Item_Code,Country_ISO,fp_m2_kg,fp_kg_m2,fp_m2,fp_kg
867.0,BLR,64.74278420179907,0.015445736730800217,22543433574.499386,348199940.0
867.0,ECU,105.0543588256163,0.00951888156930202,23453236430.62931,223248580.00000003
867.0,EGY,5.998873508925694,0.16669796396141792,2513527940.2511306,418999990.0
867.0,SLV,185.17031323691302,0.0054004337008414895,3635030274.872397,19630739.999999996
867.0,GNQ,757.2476053233873,0.001320572020261383,36688646.47791812,48450.0
867.0,EST,136.72767970148075,0.0073138080173913034,1360430842.0921543,9949930.0
867.0,FRO,1490.2949839576402,0.0006710080962256153,95378878.97328897,64000.0
867.0,FJI,428.41519727279626,0.002334184236147074,1708922517.009348,3988940.0
867.0,FIN,53.89202854079192,0.018555619951159952,4648184767.041876,86249950.0
867.0,FRA,58.44005748600203,0.01711155058736085,83237336834.45667,1424319900.0
867.0,PYF,98.13882653987312,0.010189647005751664,20153789.418228343,205360.0
867.0,DJI,1819.0300285823987,0.0005497435359983129,11591095816.030762,6372130.000000001
867.0,GEO,485.2998870886055,0.0020605815632869107,9948618567.323189,20499940.000000004
867.0,GAB,8915.405227599915,0.00011216540072729891,7945409138.837043,891199.9999999999
867.0,GMB,491.21226907037317,0.0020357797696961347,1195306111.3104646,2433380.0
867.0,DEU,38.389347770470984,0.026048892676660638,41477001092.18258,1080429950.0
867.0,BIH,403.2437730671171,0.0024798895030514385,4982056654.055578,12354950.0
867.0,GHA,859.631169708116,0.0011632896005150041,25696963152.396408,29893010.0
867.0,GRC,218.87131252490798,0.004568894792396322,7233690312.808833,33049970.0
867.0,GRD,26.379136527829623,0.03790874651810585,5296930.614788188,200799.99999999997
867.0,GTM,73.28646339089651,0.013645084695466665,17343235698.538586,236649919.99999997
867.0,GIN,1193.677893295905,0.0008377469379439252,80408530248.19876,67362000.0
867.0,GUY,1296.632765008993,0.0007712283901703382,3401093675.2738886,2623020.0
867.0,HTI,121.51767641116942,0.008229255442775106,6071384021.000965,49962970.0
867.0,HND,240.92991161879712,0.004150584679507187,15901362120.34503,65999950.0
867.0,HKG,1.9174579002918242,0.5215238362457953,12093617.897509567,6307110.0
867.0,HUN,92.70996928126634,0.010786326516473859,2788713094.6814127,30079969.999999996
867.0,HRV,94.71311731428817,0.010558199628058727,4089710511.368617,43179980.0
867.0,ISL,1212.5944252347654,0.000824678045016077,6020422187.79234,4964910.000000001
867.0,IND,16.366153210764907,0.06110171322007701,14985504689.566313,915640010.0
867.0,IDN,183.39542649128933,0.005452698680288501,89460642995.62407,487801930.00000006
867.0,IRN,395.1071567558349,0.0025309589636665878,132887140735.2878,336331900.0
867.0,IRQ,481.9760681884173,0.0020747918122961105,16370162923.677769,33964679.99999999
867.0,IRL,43.52828544630935,0.02297356741132076,25877998368.988247,594509940.0000001
867.0,ISR,7.291054669134369,0.1371543686585366,1116150593.6506083,153084930.00000003
867.0,ITA,47.324851544586316,0.021130547003573096,35393783694.92918,747890010.0
867.0,CIV,3874.7907182019567,0.0002580784544833524,87926208506.73825,22691860.0
867.0,KAZ,2795.9950099795233,0.00035765442943595365,1108163292217.7292,396339509.99999994
867.0,JAM,336.71604052566926,0.0029698614845875327,2203803118.0801,6544990.0
867.0,JPN,18.91536372695811,0.05286707749504195,9034631998.426508,477634589.99999994
867.0,JOR,98.16599903776681,0.010186826495956874,4037558705.4834356,41129910.0
867.0,KGZ,409.9169502265478,0.0024395185401514443,46566122835.42958,113598920.0
867.0,KEN,481.5625759979233,0.0020765733257567596,120682923589.35701,250606940.0
867.0,KHM,243.09274116120318,0.00411365635692456,12749062014.312002,52445260.0
867.0,PRK,90.7105661470476,0.011024074068493149,1895184109.8121138,20892649.999999996
867.0,KOR,3.8241264180227548,0.26149763127262016,1162534086.9075398,303999910.0
867.0,KWT,37.69642011833355,0.026527717933450472,84391352.6831145,2238710.0
867.0,LVA,197.7974477666147,0.005055676962929879,3370462576.0196815,17039970.0
867.0,LAO,105.81523626666029,0.009450434883308717,4228860416.8454847,39964570.00000001
867.0,LBN,66.315273790758,0.015079482339999999,3018005457.606445,45509960.0
867.0,LSO,3218.8285141196757,0.0003106720335095242,3329169955.5836983,1034280.0
867.0,LBR,4971.08084105759,0.0002011634958218164,5830531007.668036,1172890.0
867.0,LBY,3716.07849218167,0.000269100882046469,21776219964.184586,5860000.0
867.0,LTU,96.6272102941773,0.010349051752146666,4400394460.347907,45539909.99999999
867.0,MAC,0.0,inf,0.0,754550.0000000001
867.0,MDG,9015.539500540743,0.00011091959609738508,241494838986.6296,26786510.0
867.0,MWI,221.9736967897417,0.004505038274634952,13706416291.214195,61747930.0
867.0,MYS,94.43903689950953,0.010588841572622958,2943085868.861518,31163870.0
867.0,MLI,4235.527357189275,0.00023609810908259768,236078426110.98795,55737670.00000001
867.0,MLT,0.0,inf,0.0,1049940.0
867.0,MRT,5325.537577726652,0.00018777447072805686,164371598973.64178,30864790.0
867.0,MUS,79.16357488990582,0.012632072280600235,144313613.7528005,1822980.0
867.0,MEX,295.98645509529746,0.003378532979416353,630625961913.2275,2130590610.0000002
867.0,MNG,3562.3119716085234,0.00028071657057830924,394064660209.08124,110620480.0
867.0,MAR,442.1257249345843,0.0022618000799387037,124679436746.52377,281999960.0
867.0,MOZ,18331.012858229467,5.4552359312271345e-05,325943006391.6638,17780960.0
867.0,FSM,124.52995156373315,0.008030196651029855,31192262.26768388,250480.0
867.0,MDA,349.44551377084264,0.00286167645768025,794625120.4943453,2273960.0
867.0,NAM,11345.959079370466,8.813710617185527e-05,277643674303.14166,24470710.0
867.0,NLD,11.673159111920445,0.08566661264634146,5015255730.650726,429639970.0
867.0,NCL,563.163665265674,0.0017756827396317326,1732291434.3572133,3076000.0
867.0,MKD,486.0706644828898,0.002057314034912718,2048262894.4777386,4213919.999999999
867.0,VUT,199.51910173952575,0.005012051434080283,425562272.86430407,2132940.0
867.0,NZL,58.47156676154957,0.017102329480550058,44114630165.32497,754462940.0
867.0,NIC,157.8735667610815,0.006334182602673147,26422943653.276997,167367750.0
867.0,NER,2479.8168769574854,0.0004032555828182406,167215415912.52557,67430550.0
867.0,NGA,491.3360442782163,0.0020352669250411344,158623478831.149,322841120.00000006
867.0,NIU,3313.6788483332025,0.0003017793955811394,6395400.177283081,1930.0
867.0,NOR,44.67844414482915,0.022382158088549618,3919907081.9218473,87735980.0
867.0,PAK,11.550278701634483,0.086577997452,12428098843.433622,1075999910.0000002
867.0,PAN,188.15737487863277,0.00531469999857848,14379357258.253626,76421970.0
867.0,CZE,61.98814838108542,0.016132115995017075,4619355577.595519,74519980.00000001
867.0,PNG,800.0981124916234,0.0012498467180304333,2215487675.451555,2769019.9999999995
