file,region,iso3,n,slope,intercept,r_squared,p_value,std_err,current_year,current_yield_kg_per_m2,class
pasture_fp_kg_m2_by_country_year_Horse_Meat,Sub-Saharan Africa,RWA,202,0.33856084779998696,-9.08225664519454,0.04992517898578183,0.0013911868247705188,0.10443373841339541,2021,0.017872911208622,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Sub-Saharan Africa,SEN,202,0.33856084779998696,-9.08225664519454,0.04992517898578183,0.0013911868247705188,0.10443373841339541,2021,0.0040220999083333,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Sub-Saharan Africa,TZA,202,0.33856084779998696,-9.08225664519454,0.04992517898578183,0.0013911868247705188,0.10443373841339541,2021,0.0044041747613975,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Sub-Saharan Africa,UGA,202,0.33856084779998696,-9.08225664519454,0.04992517898578183,0.0013911868247705188,0.10443373841339541,2021,0.0077291730462362,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Sub-Saharan Africa,ZAF,202,0.33856084779998696,-9.08225664519454,0.04992517898578183,0.0013911868247705188,0.10443373841339541,2021,0.0025090056538124,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Asia,ARE,70,0.9169011523464805,-12.394804232298041,0.2820430167493521,2.247406892708002e-06,0.17740244397953875,2021,0.0321194217555555,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Asia,AZE,70,0.9169011523464805,-12.394804232298041,0.2820430167493521,2.247406892708002e-06,0.17740244397953875,2021,0.0171369902616159,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Asia,CYP,70,0.9169011523464805,-12.394804232298041,0.2820430167493521,2.247406892708002e-06,0.17740244397953875,2021,1.0295648575899845,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Asia,GEO,70,0.9169011523464805,-12.394804232298041,0.2820430167493521,2.247406892708002e-06,0.17740244397953875,2021,0.0034343026054781,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Asia,ISR,70,0.9169011523464805,-12.394804232298041,0.2820430167493521,2.247406892708002e-06,0.17740244397953875,2021,0.2200465045,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Asia,KWT,70,0.9169011523464805,-12.394804232298041,0.2820430167493521,2.247406892708002e-06,0.17740244397953875,2021,0.0423195652602718,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Asia,LBN,70,0.9169011523464805,-12.394804232298041,0.2820430167493521,2.247406892708002e-06,0.17740244397953875,2021,0.0251324705666666,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Asia,QAT,70,0.9169011523464805,-12.394804232298041,0.2820430167493521,2.247406892708002e-06,0.17740244397953875,2021,0.0219778501333333,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Asia,SAU,70,0.9169011523464805,-12.394804232298041,0.2820430167493521,2.247406892708002e-06,0.17740244397953875,2021,0.0001712165732147,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Asia,TUR,70,0.9169011523464805,-12.394804232298041,0.2820430167493521,2.247406892708002e-06,0.17740244397953875,2021,0.0272800097151718,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Europe,AUT,141,-0.4179012020847728,1.5429474404133847,0.09960101407294306,0.00013782823569262966,0.10657414048862039,2021,0.0403885935327881,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Europe,BEL,141,-0.4179012020847728,1.5429474404133847,0.09960101407294306,0.00013782823569262966,0.10657414048862039,2021,0.1161797578243165,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Europe,CHE,141,-0.4179012020847728,1.5429474404133847,0.09960101407294306,0.00013782823569262966,0.10657414048862039,2021,0.0354223374268849,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Europe,DEU,141,-0.4179012020847728,1.5429474404133847,0.09960101407294306,0.00013782823569262966,0.10657414048862039,2021,0.0434148211277677,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Europe,FRA,141,-0.4179012020847728,1.5429474404133847,0.09960101407294306,0.00013782823569262966,0.10657414048862039,2021,0.0296334324143273,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Europe,LUX,141,-0.4179012020847728,1.5429474404133847,0.09960101407294306,0.00013782823569262966,0.10657414048862039,2021,0.0469630697279951,sgmeat
pasture_fp_kg_m2_by_country_year_Horse_Meat,Western Europe,NLD,141,-0.4179012020847728,1.5429474404133847,0.09960101407294306,0.00013782823569262966,0.10657414048862039,2021,0.144158930094086,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Australia and New Zealand,AUS,44,-6.932165258097882,68.62186500631607,0.6939590112713361,2.31303023384276e-12,0.7103414388562376,2021,0.0012943211721894,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Australia and New Zealand,NZL,44,-6.932165258097882,68.62186500631607,0.6939590112713361,2.31303023384276e-12,0.7103414388562376,2021,0.0285038824675834,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Central Asia,KAZ,110,-0.6663260745037499,-0.8873283247484016,0.36408020942892283,3.024853795443678e-12,0.08473787422373076,2021,0.0005960907157265,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Central Asia,KGZ,110,-0.6663260745037499,-0.8873283247484016,0.36408020942892283,3.024853795443678e-12,0.08473787422373076,2021,0.0040658642335857,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Central Asia,TJK,110,-0.6663260745037499,-0.8873283247484016,0.36408020942892283,3.024853795443678e-12,0.08473787422373076,2021,0.0204901910141632,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Central Asia,TKM,110,-0.6663260745037499,-0.8873283247484016,0.36408020942892283,3.024853795443678e-12,0.08473787422373076,2021,0.0014435029545663,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Central Asia,UZB,110,-0.6663260745037499,-0.8873283247484016,0.36408020942892283,3.024853795443678e-12,0.08473787422373076,2021,0.0113513909063019,sgmeat
pasture_fp_kg_m2_by_country_year_Sheep_Meat,Eastern Asia,KOR,44,3.0441982358118613,-32.18768354670362,0.9536162723481899,1.2337964488201428e-29,0.10359630895228279,2021,0.4358293854543669,sgmeat
